编号,名字,别名,世代,种族,属性,装备凹槽,消耗容量,成长,退化,进化,进化条件,Lv.1数值,Lv.99数值,SS,必杀技,继承技
43,天龙兽,龙仔兽,成长期,资料,火,1,5,攻击,['滚球兽'],"['核龙兽蓝', '核龙兽绿', 'V龙兽', '银龙兽']","('等级：6', 'HP：', 'SP：', 'ATK：50', 'DEF：20', 'INT：', 'SPD：', '友情：10%', '才能：', '')","('HP：400', 'SP：30', 'ATK：69', 'INT：10', 'DEF：31', 'SPD：50')","('HP：1570', 'SP：108', 'ATK：196', 'INT：88', 'DEF：148', 'SPD：148')","('逆鳞', '被攻击时，5%的机率上升ATK50%DEF减少50%.')","[('幼龙吐息', '对敌方单体发动火属性威力75的物理攻击。')]","['Lv.云雾汽油弹Ⅰ', 'Lv.重度强袭Ⅰ']"
44,多路兽,,成长期,资料,无,1,5,速攻,['汪喵兽'],"['守卫兽', '独眼龙兽', '多路加兽', '猛禽龙兽', '雀蜂兽']","('等级：8', 'HP：', 'SP：', 'ATK：20', 'DEF：', 'INT：', 'SPD：30', '友情：', '才能：', '')","('HP：440', 'SP：21', 'ATK：65', 'INT：17', 'DEF：35', 'SPD：43')","('HP：1610', 'SP：109', 'ATK：192', 'INT：95', 'DEF：123', 'SPD：160')","('蓄力的一击', 'CRT提升15%。')","[('金属加农', '对敌方单体发动威力70的无属性物理攻击，并有30%的机率使自己的DEF提升10%。')]","['Lv.云雾汽油弹Ⅰ', 'Lv.爆裂填充']"
45,齿轮兽,,成长期,病毒,雷,1,4,铁壁,['年糕兽'],"['时钟兽', '黄金鼻涕兽', '守卫兽', '星星兽', '白金大便兽']","('等级：7', 'HP：75', 'SP：', 'ATK：', 'DEF：30', 'INT：', 'SPD：', '友情：', '才能：', '')","('HP：460', 'SP：38', 'ATK：22', 'INT：25', 'DEF：47', 'SPD：32')","('HP：1730', 'SP：145', 'ATK：110', 'INT：113', 'DEF：174', 'SPD：110')","('钢铁帝国', '雷属性技能造成的伤害增加15%。')","[('黑暗齿轮', '对敌方单体发动威力70的暗属性物理攻击，必定命中。')]","['Lv.奈米机械破坏Ⅰ', 'Lv.天国闪电Ⅰ']"
46,巴达兽,,成长期,资料,风,1,4,万能,['迪哥兽'],"['V仔兽EX', '天使兽', '迪路兽', '巴多拉兽', '独角马兽', '镰鼬兽']","('等级：7', 'HP：', 'SP：', 'ATK：', 'DEF：', 'INT：20', 'SPD：20', '友情：10', '才能：', '')","('HP：350', 'SP：40', 'ATK：30', 'INT：43', 'DEF：25', 'SPD：37')","('HP：1420', 'SP：147', 'ATK：128', 'INT：141', 'DEF：123', 'SPD：144')","('正义基因', '光属性技能造成的伤害增加15%。')","[('空气炮', '对敌方单体发动威力50的风属性魔法攻击，并有10%的机率使自己的SPD提升10%。')]","['Lv.音速空洞Ⅰ', 'Lv.智能填充']"
47,哈克兽,,成长期,资料,火,1,5,攻击,['滚球兽'],"['暴龙兽', '大地暴龙兽', '兹巴伊戈兽', '巴欧哈克兽', '白金大便兽', '角龙兽']","('等级：9', 'HP：', 'SP：', 'ATK：20', 'DEF：', 'INT：', 'SPD：', '友情：', '才能：20', '')","('HP：450', 'SP：20', 'ATK：55', 'INT：24', 'DEF：50', 'SPD：36')","('HP：1620', 'SP：98', 'ATK：182', 'INT：102', 'DEF：167', 'SPD：134')","('战斗天分', 'HP在10%以下时，ATK提升50%。')","[('五连闪', '对敌方单体发动5次威力20的土属性物理攻击，ACU 80%。')]","['Lv.治愈', 'Lv.云雾汽油弹Ⅲ']"
48,巴鲁兽,,成长期,资料,木,1,5,HP,['种子兽'],"['朽木兽', '古加兽', '向日葵兽', '泥熊兽', '仙人掌兽', '鼻屎兽']","('等级：8', 'HP：100', 'SP：', 'ATK：', 'DEF：', 'INT：', 'SPD：', '友情：10', '才能：', '')","('HP：510', 'SP：21', 'ATK：50', 'INT：31', 'DEF：37', 'SPD：35')","('HP：1780', 'SP：109', 'ATK：157', 'INT：129', 'DEF：144', 'SPD：123')","('剧毒的荆棘', '发动攻击时，有10%的机率使对方中毒。')","[('毒蔓藤', '对敌方单体发动威力65的木属性物理攻击，并有10%的机率使对方中毒。')]","['Lv.新月之叶Ⅰ', 'Lv.反剧毒']"
49,小恶魔兽,,成长期,病毒,暗,1,4,速度,['指爪兽'],"['猛鬼兽', '恶魔兽', '九尾狐兽', '魔蛹兽', '冰恶魔兽']","('等级：8', 'HP：', 'SP：', 'ATK：', 'DEF：', 'INT：', 'SPD：30', '友情：', '才能：', '')","('HP：210', 'SP：34', 'ATK：40', 'INT：40', 'DEF：27', 'SPD：48')","('HP：1090', 'SP：141', 'ATK：138', 'INT：138', 'DEF：125', 'SPD：175')","('噩梦军团', '暗属性技能造成的伤害增加15%。')","[('小恶魔飞镖', '对敌方全体发动威力20的暗属性物理攻击，并吸收5%HP。')]","['Lv.混乱鬼火', 'Lv.攻击破坏']"
50,比丘兽,,成长期,疫苗,风,1,4,万能,['比高兽'],"['亚古拉兽', '飞龙兽', '比多兽', '九尾狐兽', '巴多拉兽']","('等级：8', 'HP：', 'SP：', 'ATK：', 'DEF：', 'INT：20', 'SPD：20', '友情：10', '才能：', '')","('HP：300', 'SP：40', 'ATK：36', 'INT：36', 'DEF：30', 'SPD：38')","('HP：1370', 'SP：147', 'ATK：134', 'INT：134', 'DEF：128', 'SPD：145')","('不死鸟之羽', '不会陷入即死状态。')","[('魔法火焰', '对敌方单体发动威力55的火属性魔法攻击，并有10%的机率使自己的INT提升10%。')]","['Lv.音速空洞Ⅰ', 'Lv.智能填充']"
51,夜鹰兽,猎鹰兽,成长期,疫苗,风,1,5,速度,['迪哥兽'],"['飞虫兽', 'V仔兽EX', '亚古拉兽', '锐啄兽']","('等级：9', 'HP：', 'SP：', 'ATK：', 'DEF：', 'INT：', 'SPD：30', '友情：', '才能：', '')","('HP：300', 'SP：40', 'ATK：45', 'INT：30', 'DEF：30', 'SPD：50')","('HP：1180', 'SP：147', 'ATK：143', 'INT：128', 'DEF：128', 'SPD：177')","('风之守卫', '风属性技能造成的伤害增加15%。')","[('手里里剑', '对敌方全体发动威力35的风属性物理攻击。')]","['Lv.速度填充', 'Lv.反麻痹']"
52,幻蜂兽,,成长期,病毒,木,1,5,攻击,['种子兽'],"['守卫兽（金）', '飞虫兽', '猛禽龙兽', '雀蜂兽', '仙人掌兽']","('等级：6', 'HP：', 'SP：', 'ATK：', 'DEF：', 'INT：', 'SPD：30', '友情：', '才能：', '')","('HP：280', 'SP：30', 'ATK：41', 'INT：34', 'DEF：28', 'SPD：49')","('HP：1450', 'SP：108', 'ATK：168', 'INT：112', 'DEF：145', 'SPD：147')","('皇家突击队', '发动攻击时，有10%的机率使对方麻痹。')","[('齿轮刺针', '对敌方单体发动雷属性威力25的物理攻击3次。')]","['Lv.奈米机械破坏Ⅰ', 'Lv.正极锁链']"
53,V仔兽,,成长期,自由,无,1,5,速攻,['独角兽'],"['V仔兽EX', '强袭龙兽', 'V龙兽', '野狼兽', '烈焰兽', '金甲龙兽']","('等级：6', 'HP：', 'SP：', 'ATK：20', 'DEF：', 'INT：', 'SPD：20', '友情：10', '才能：', '')","('HP：460', 'SP：30', 'ATK：67', 'INT：14', 'DEF：30', 'SPD：43')","('HP：1630', 'SP：118', 'ATK：194', 'INT：92', 'DEF：118', 'SPD：160')","('龙之愤怒', 'ATK提升15%。')","[('V仔头槌', '对敌方单体发动威力75的无属性物理攻击。')]","['Lv.重度强袭Ⅰ', 'Lv.烈风利爪Ⅰ']"
54,小狗兽,,成长期,疫苗,光,1,5,智力,['猫猫兽'],"['冰巫师兽', '迪路兽', '巴欧哈克兽', 'V龙兽', '镰鼬兽', '雪人兽']","('等级：7', 'HP：', 'SP：20', 'ATK：', 'DEF：', 'INT：20', 'SPD：', '友情：10', '才能：', '')","('HP：150', 'SP：55', 'ATK：20', 'INT：56', 'DEF：25', 'SPD：39')","('HP：930', 'SP：182', 'ATK：98', 'INT：183', 'DEF：113', 'SPD：156')","('神圣环', 'HP回复效果增加20%。')","[('小狗怒吼', '对敌方单体发动光属性中威力的INT贯穿攻击。并有10%的机率使对方麻痹。')]","['Lv.神圣之光Ⅰ', 'Lv.治愈']"
55,比特兽,贝塔兽,成长期,病毒,水,1,4,魔防,['布加兽'],"['飞龙兽', '贝壳鼻涕兽', '怪蛙兽', '海龙兽', '鼻涕兽', '鼻屎兽']","('等级：8', 'HP：', 'SP：', 'ATK：', 'DEF：', 'INT：40', 'SPD：', '友情：', '才能：', '')","('HP：340', 'SP：43', 'ATK：22', 'INT：50', 'DEF：27', 'SPD：34')","('HP：1410', 'SP：160', 'ATK：100', 'INT：177', 'DEF：125', 'SPD：122')","('不可思议的鳞片', '无效基本状态下降效果。')","[('麻痹电击', '对敌方单体发动威力55的雷属性魔法攻击，并有10%的机率使对方麻痹。')]","['Lv.寒冰之箭Ⅰ', 'Lv.反麻痹']"
56,麻鹰兽,,成长期,自由,风,1,5,速度,['迪哥兽'],"['亚古拉兽', '飞龙兽', '巴多拉兽', '锐啄兽', '火焰兽']","('等级：7', 'HP：', 'SP：', 'ATK：', 'DEF：', 'INT：', 'SPD：30', '友情：10', '才能：', '')","('HP：250', 'SP：35', 'ATK：50', 'INT：34', 'DEF：30', 'SPD：51')","('HP：1130', 'SP：142', 'ATK：148', 'INT：132', 'DEF：128', 'SPD：178')","('风之守卫', '风属性技能造成的伤害增加15%。')","[('羽毛回力镖', '对敌方单体发动风属性中威力的DEF贯穿攻击。')]","['Lv.烈风利爪Ⅰ', 'Lv.音速空洞Ⅰ']"
57,蘑菇兽,,成长期,病毒,木,1,4,HP,['比高兽'],"['朽木兽', '向日葵兽', '泥熊兽', '鼻屎兽']","('等级：8', 'HP：75', 'SP：', 'ATK：', 'DEF：10', 'INT：', 'SPD：', '友情：', '才能：', '')","('HP：480', 'SP：20', 'ATK：43', 'INT：30', 'DEF：35', 'SPD：34')","('HP：1750', 'SP：108', 'ATK：150', 'INT：128', 'DEF：142', 'SPD：122')","('自然灵魂', '木属性技能造成的伤害增加15%。')","[('剧毒超蘑菇', '对敌方单体发动木属性威力60的物理攻击。使对方以各10%的机率产生即死以外的异常状态。')]","['Lv.剧毒陷阱', 'Lv.新月之叶Ⅰ']"
58,单角龙兽,,成长期,疫苗,无,1,4,攻击,['独角兽'],"['魔蛹兽', '核龙兽蓝', '强袭龙兽', '多路加兽', '猛禽龙兽']","('等级：8', 'HP：', 'SP：', 'ATK：35', 'DEF：', 'INT：', 'SPD：', '友情：10', '才能：', '')","('HP：460', 'SP：15', 'ATK：65', 'INT：12', 'DEF：42', 'SPD：30')","('HP：1630', 'SP：93', 'ATK：192', 'INT：90', 'DEF：159', 'SPD：128')","('正义的团结', '连击的发生、持续机率提升10%')","[('冲击重拳', '对敌方单体发动无属性威力75的物理攻击。')]","['Lv.重度强袭Ⅰ', 'Lv.攻击填充']"
59,拉拉兽,,成长期,资料,木,1,4,HP,['种子兽'],"['向日葵兽', '仙人掌兽', '鼻屎兽', '朽木兽']","('等级：9', 'HP：75', 'SP：', 'ATK：', 'DEF：', 'INT：', 'SPD：', '友情：', '才能：', '')","('HP：470', 'SP：30', 'ATK：34', 'INT：30', 'DEF：34', 'SPD：35')","('HP：1740', 'SP：118', 'ATK：141', 'INT：128', 'DEF：141', 'SPD：123')","('花朵守护', '不会陷入剧毒状态。')","[('坚果射击', '对敌方全体发动2次威力15的木属性物理攻击。')]","['Lv.剧毒陷阱', 'Lv.反剧毒']"
60,光明兽,,成长期,疫苗,光,1,14,魔防,['迪哥兽'],"['天使兽', '恶魔兽', '光明兽FM']","('等级：30', 'HP：', 'SP：80', 'ATK：', 'DEF：', 'INT：130', 'SPD：', '友情：', '才能：80', '')","('HP：700', 'SP：90', 'ATK：20', 'INT：145', 'DEF：55', 'SPD：75')","('HP：1770', 'SP：207', 'ATK：98', 'INT：272', 'DEF：153', 'SPD：163')","('正义基因', '光属性技能造成的伤害增加15%。')","[('宏伟十字架', '对敌方全体发动光属性中威力的INT贯穿攻击。')]","['Lv.复活', 'Lv.神圣之光Ⅲ', 'Lv.闪耀雷射Ⅱ', 'Lv.X灵气']"
61,露娜兽,,成长期,资料,水,1,5,HP,['猫猫兽'],"['血狼兽', '迪路兽', '雷克斯兽', '修女兽天蓝']","('等级：8', 'HP：', 'SP：30', 'ATK：', 'DEF：', 'INT：20', 'SPD：', '友情：', '才能：', '')","('HP：260', 'SP：50', 'ATK：36', 'INT：52', 'DEF：23', 'SPD：38')","('HP：1530', 'SP：138', 'ATK：143', 'INT：150', 'DEF：130', 'SPD：126')","('月下冰刃', '水、光属性技能造成的伤害增加10%。')","[('泪珠射击', '对敌方单体发动水属性威力65的魔法攻击。')]","['Lv6.治愈', 'Lv12.偶像泡沫']"
62,妖狐兽,狐狸兽,成长期,资料,木,1,5,万能,['种子兽'],"['朽木兽', '加鲁鲁兽', '九尾狐兽', '黑迪路兽', '兔爷兽', '雷克斯兽']","('等级：7', 'HP：', 'SP：', 'ATK：20', 'DEF：', 'INT：20', 'SPD：20', '友情：', '才能：', '')","('HP：400', 'SP：40', 'ATK：40', 'INT：40', 'DEF：25', 'SPD：40')","('HP：1470', 'SP：147', 'ATK：138', 'INT：138', 'DEF：123', 'SPD：147')","('巧妙的智慧', 'INT提升15%。')","[('狐叶楔', '对敌方全体发动威力25的木属性魔法攻击。')]","['Lv.盖亚元素Ⅰ', 'Lv.反混乱']"
63,黑大耳兽,垂耳兔兽,成长期,资料,土,1,4,双刀,['柏古兽'],"['巫师兽', '加鲁哥兽', '泥熊兽', '恶魔兽', '兔爷兽', '黑迪路兽']","('等级：8', 'HP：', 'SP：', 'ATK：15', 'DEF：', 'INT：20', 'SPD：', '友情：', '才能：', '')","('HP：300', 'SP：30', 'ATK：45', 'INT：45', 'DEF：24', 'SPD：36')","('HP：1280', 'SP：128', 'ATK：162', 'INT：162', 'DEF：112', 'SPD：134')","('动物竞技场', '土属性技能造成的伤害增加15%。')","[('爆裂寒冰', '对敌方单体发动威力60的水属性魔法攻击。')]","['Lv.雄伟巨石Ⅰ', 'Lv.智能破坏']"
64,虫虫兽,,成长期,自由,木,1,4,防御,['比高兽'],"['冰恶魔兽', '比多兽', '古加兽', '飞虫兽', '雀蜂兽', '羽蝶兽']","('等级：8', 'HP：', 'SP：', 'ATK：', 'DEF：20', 'INT：', 'SPD：', '友情：10', '才能：', '')","('HP：270', 'SP：27', 'ATK：39', 'INT：37', 'DEF：48', 'SPD：32')","('HP：1250', 'SP：125', 'ATK：146', 'INT：144', 'DEF：175', 'SPD：110')","('自然灵魂', '木属性技能造成的伤害增加15%。')","[('粘性罗网', '对敌方单体发动威力65的木属性物理攻击，并有30%的机率使对方的SPD降低10%。')]","['Lv.剧毒陷阱', 'Lv.速度破坏']"
65,冰恶魔兽,,成熟期,病毒,水,1,8,双刀,"['小妖兽', '小恶魔兽', '虫虫兽']","['吸血魔兽', '祖利兽', '达高兽', '女恶魔兽', '阿卡迪兽完全体']","('等级：15', 'HP：', 'SP：', 'ATK：40', 'DEF：', 'INT：40', 'SPD：', '友情：', '才能：', '')","('HP：500', 'SP：45', 'ATK：82', 'INT：60', 'DEF：45', 'SPD：43')","('HP：1480', 'SP：143', 'ATK：199', 'INT：177', 'DEF：133', 'SPD：141')","('心头灭却', '不会陷入混乱状态')","[('冰霜之爪', '对敌方单体发动水属性中威力的DEF贯穿攻击。')]","['Lv.寒冰之箭Ⅱ', 'Lv.精神耗竭', 'Lv.地狱粉碎Ⅰ']"
66,冰石兽,,成熟期,资料,水,2,6,防御,"['矿石兽', '哥玛兽']","['陨石兽', '邦加兽', '祖顿兽']","('等级：15', 'HP：110', 'SP：', 'ATK：', 'DEF：50', 'INT：', 'SPD：', '友情：', '才能：', '')","('HP：450', 'SP：38', 'ATK：55', 'INT：53', 'DEF：69', 'SPD：45')","('HP：1430', 'SP：136', 'ATK：162', 'INT：160', 'DEF：196', 'SPD：123')","('深海救星', '水属性技能造成的伤害增加15%。')","[('冰球炸弹', '对敌方单体发动水属性威力80的物理攻击。容易产生CRT。')]","['Lv.寒冰之箭Ⅱ', 'Lv.彗星重锤Ⅱ', 'Lv.大海波浪Ⅰ']"
67,亚古拉兽,天鹰兽,成熟期,自由,风,1,8,速度,"['比丘兽', '夜鹰兽', '麻鹰兽']","['飞行V龙兽', '伽楼达兽', '人面战鹰兽', '仙鹰兽', '八咫鸦兽']","('等级：14', 'HP：', 'SP：', 'ATK：', 'DEF：', 'INT：', 'SPD：55', '友情：', '才能：', '')","('HP：400', 'SP：55', 'ATK：60', 'INT：40', 'DEF：40', 'SPD：80')","('HP：1280', 'SP：162', 'ATK：158', 'INT：138', 'DEF：138', 'SPD：207')","('风之守卫', '风属性技能造成的伤害增加15%。')","[('碎裂角', '对敌方单体发动威力85的风属性物理攻击，并有15%的机率使对方眩晕。')]","['Lv.烈风利爪Ⅱ', 'Lv.音速空洞Ⅱ', 'Lv.狂风暴雨Ⅰ']"
68,火神兽,,成熟期,自由,火,1,8,万能,"['亚古兽', '基尔兽']","['炎龙兽', '死神火焰兽', '斗牛士兽', '进升暴龙兽']","('等级：15', 'HP：150', 'SP：', 'ATK：50', 'DEF：', 'INT：', 'SPD：', '友情：', '才能：', '火焰人类斗士精神拥有')","('HP：600', 'SP：35', 'ATK：85', 'INT：35', 'DEF：44', 'SPD：66')","('HP：1670', 'SP：142', 'ATK：183', 'INT：133', 'DEF：142', 'SPD：173')","('人类斗士精神', 'SPD上升20%。ATK减少10%。')","[('火龙烈焰拳', '对敌方单体发动火属性威力45的物理攻击2次。')]","['Lv10.云雾汽油弹Ⅱ', 'Lv18.流星坠落Ⅰ', 'Lv25.加速增幅器']"
69,阿卡迪兽成熟期,,成熟期,病毒,暗,1,8,万能,"['阿卡迪兽成长期', '哈哈兽', '德古兽']","['阿卡迪兽完全体', '地狱使者兽', '丧尸撒旦兽']","('等级：16', 'HP：', 'SP：', 'ATK：50', 'DEF：', 'INT：40', 'SPD：', '友情：', '才能：', '骇客追忆通关')","('HP：600', 'SP：45', 'ATK：90', 'INT：40', 'DEF：35', 'SPD：55')","('HP：1670', 'SP：152', 'ATK：188', 'INT：138', 'DEF：133', 'SPD：162')","('理想乡', '降低受到即死效果的机率50%，提升CRT发生率10%。')","[('监禁之拳', '对敌方单体发动暗属性威力20的物理攻击3~5次，吸取30%的HP。')]","['Lv10.破坏加农Ⅱ', 'Lv18.重度强袭Ⅱ', 'Lv25.交叉拳']"
70,战甲兽,甲龙兽,成熟期,自由,土,2,6,铁壁,"['穿山兽', '矿石兽', '哥玛兽']","['陨石兽', '地龙兽', '古神兽', '丧尸暴龙兽', '神圣天使兽']","('等级：15', 'HP：150', 'SP：', 'ATK：', 'DEF：40', 'INT：', 'SPD：', '友情：', '才能：', '')","('HP：700', 'SP：45', 'ATK：45', 'INT：35', 'DEF：70', 'SPD：40')","('HP：1970', 'SP：152', 'ATK：133', 'INT：123', 'DEF：197', 'SPD：118')","('铁壁的守护', 'DEF提升15%。')","[('尾巴锤击', '对敌方单体发动威力85的土属性物理攻击，并有15%的机率使对方眩晕。')]","['Lv.雄伟巨石Ⅱ', 'Lv.反眩晕', 'Lv.地牛翻身Ⅰ']"
71,海狮兽,,成熟期,疫苗,水,1,8,HP,"['哥玛兽', '虾蛄兽', '大耳兽']","['三角龙兽', '祖顿兽', '巨鲸兽', '音速迦奥迦兽']","('等级：15', 'HP：300', 'SP：', 'ATK：', 'DEF：', 'INT：', 'SPD：', '友情：25%', '才能：', '')","('HP：700', 'SP：40', 'ATK：65', 'INT：45', 'DEF：49', 'SPD：46')","('HP：1970', 'SP：128', 'ATK：172', 'INT：143', 'DEF：156', 'SPD：134')","('深海救星', '水属性技能造成的伤害增加15%。')","[('鱼叉火神炮', '对敌方单体发动威力90的火属性物理攻击，必定命中。')]","['Lv.寒冰之箭Ⅱ', 'Lv.大海波浪Ⅰ', 'Lv.治愈']"
72,巫师兽,,成熟期,资料,暗,1,8,智力,"['小妖兽', '哈哈兽', '黑大耳兽']","['吸血魔兽', '死神火焰兽', '死神兽', '贤者兽']","('等级：14', 'HP：', 'SP：35', 'ATK：', 'DEF：', 'INT：55', 'SPD：', '友情：', '才能：', '')","('HP：300', 'SP：74', 'ATK：35', 'INT：80', 'DEF：35', 'SPD：60')","('HP：1080', 'SP：202', 'ATK：113', 'INT：207', 'DEF：123', 'SPD：177')","('巧妙的智慧', 'INT提升15%。')","[('雷云闪光', '对敌方单体发动威力75的雷属性魔法攻击，并有10%的机率使对方麻痹。')]","['Lv.梦魇Ⅱ', 'Lv.地狱粉碎Ⅰ', 'Lv.音速空洞Ⅱ']"
73,野狼兽,,成熟期,自由,光,1,8,攻击,"['加布兽', '管狐兽', 'V仔兽']","['银狼兽', '骑士兽', '兽人加鲁鲁']","('等级：15', 'HP：', 'SP：', 'ATK：45', 'DEF：', 'INT：', 'SPD：55', '友情：', '才能：', '光之人类斗士精神拥有')","('HP：600', 'SP：40', 'ATK：80', 'INT：30', 'DEF：37', 'SPD：68')","('HP：1770', 'SP：118', 'ATK：207', 'INT：108', 'DEF：154', 'SPD：166')","('人类斗士精神', 'SPD上升20%。ATK减少10%。')","[('双重胜利者', '对敌方单体发动光属性威力90的物理攻击。容易产生CRT。')]","['Lv10.速度填充', 'Lv18.神圣钩爪Ⅱ', 'Lv25.重度强袭Ⅱ']"
74,朽木兽,枯木兽,成熟期,病毒,木,2,6,HP,"['巴鲁兽', '蘑菇兽', '拉拉兽', '妖狐兽']","['祖利兽', '南瓜兽', '祭师兽']","('等级：14', 'HP：500', 'SP：', 'ATK：', 'DEF：', 'INT：', 'SPD：', '友情：', '才能：', '')","('HP：850', 'SP：30', 'ATK：56', 'INT：40', 'DEF：50', 'SPD：44')","('HP：2120', 'SP：118', 'ATK：161', 'INT：138', 'DEF：157', 'SPD：132')","('奇异的舞蹈', '发动攻击时，有10%的机率使对方混乱。')","[('吸命树枝', '对敌方单体发动威力75的木属性物理攻击，并吸取20%HP。')]","['Lv.盖亚元素Ⅱ', 'Lv.新月之叶Ⅱ', 'Lv.力量能源Ⅱ']"
75,飞龙兽,,成熟期,疫苗,风,2,6,攻击,"['比丘兽', '麻鹰兽', '比特兽']","['翼龙兽', '超海龙兽', '超蛇龙兽', '机械暴龙兽']","('等级：14', 'HP：', 'SP：', 'ATK：35', 'DEF：', 'INT：', 'SPD：45', '友情：', '才能：', '')","('HP：460', 'SP：38', 'ATK：63', 'INT：47', 'DEF：42', 'SPD：69')","('HP：1630', 'SP：116', 'ATK：190', 'INT：125', 'DEF：159', 'SPD：167')","('风之守卫', '风属性技能造成的伤害增加15%。')","[('旋针', '对敌方全体发动风属性威力45的物理攻击。')]","['Lv.音速空洞Ⅱ', 'Lv.狂风暴雨Ⅰ', 'Lv.云雾汽油弹Ⅱ']"
76,V仔兽EX,XV兽,成熟期,自由,无,1,8,万能,"['巴达兽', '夜鹰兽', 'V仔兽']","['翼龙兽', '恐蜂兽', '机甲龙兽', '神圣天使兽', '进升暴龙兽']","('等级：14', 'HP：', 'SP：', 'ATK：40', 'DEF：', 'INT：', 'SPD：40', '友情：25', '才能：', '')","('HP：500', 'SP：65', 'ATK：55', 'INT：45', 'DEF：45', 'SPD：65')","('HP：1570', 'SP：172', 'ATK：153', 'INT：143', 'DEF：143', 'SPD：172')","('龙之愤怒', 'ATK提升15%。')","[('X光线', '对敌方单体发动威力95的光属性物理攻击。')]","['Lv.重度强袭Ⅱ', 'Lv.马赫突击Ⅰ', 'Lv.神圣之光Ⅱ']"
